Code_Vung,District_Name,Water_Area_km2,Urban_Area_km2,Agriculture_Area_km2,Greenery_Area_km2,Bare_Land_Area_km2,Total_LULC_Area_km2
01001,Ba Dinh,1.205065622845008,6.6633963733233585,0.4354988414130228,2.3088958868080036,0.8429638025941424,11.455820526983533
01002,Hoan Kiem,0.7957105678943972,3.5595221049651955,0.12215164277636888,1.01462748703038,0.43547553025177843,5.927487332918121
01003,Tay Ho,8.604022624307108,8.81220776228809,2.1329748351294526,6.556778346459945,1.6135011492642783,27.719484717448868
01004,Long Bien,7.297877714566015,22.961819058403833,2.632653553917359,19.91988527933673,4.085786363321499,56.89802196954543
01005,Cau Giay,0.6553275143893806,9.106181872936727,1.4421799116114398,1.5259673219844583,3.1775068518392295,15.907163472761235
01006,Dong Da,0.334656615305133,7.115830027528268,0.24348075109866169,0.4696416965386162,0.9857095505679567,9.149318641038636
01007,Hai Ba Trung,2.201526626126403,8.402334671441745,0.17954674958804243,0.8374202907490612,1.2530884202316186,12.87391675813687
01008,Hoang Mai,4.760560759270165,18.355840328797054,1.9240280283505282,8.992317055311261,3.945697621620177,37.978443793349186
01009,Thanh Xuan,0.3973614147534804,5.582232504017832,0.2348626957864196,0.8090458969144821,1.3269943141955272,8.350496825667742
01016,Soc Son,11.651214128264174,52.5364153469467,90.11124216571051,140.5369799168451,9.212886052314651,304.04873761008116
01017,Dong Anh,13.08183047331806,49.46633727178068,46.460397683110216,72.42928893710099,9.023895420253854,190.4617497855638
01018,Gia Lam,12.278138545508195,30.160488432337058,17.608366322890994,53.16192646885548,5.1786600151335325,118.38757978472525
01019,Tu Liem,5.254241931320479,28.72248938964726,7.8538660261859015,25.805067071614324,7.08149475312262,74.71715917189059
01020,Thanh Tri,6.53356465787483,26.08109140422664,12.915343939071853,20.23116055917044,4.680888070961382,70.44204863130516
01250,Me Linh,13.68798321803127,27.262769387513586,39.02152660864596,58.479029113085616,5.1532953404344415,143.60460366771088
01268,Ha Dong,0.9483886394662542,17.221223695765357,3.9251588497078638,9.019406069095044,3.052744452865998,34.16692170690052
01269,Son Tay,12.3781581987793,20.047327782867853,14.359512160727066,73.34159324379011,2.617271536292954,122.7438629224573
01271,Ba Vi,39.50249779824108,43.11882003536654,63.289016534645626,265.82566011310007,7.433177511499784,419.1691719928531
01272,Phuc Tho,8.364743427205267,21.848138638793866,25.669049818170958,60.09338217253155,2.5360078286370307,118.51132188533866
01273,Dan Phuong,8.744260188715437,18.44510014677992,6.678777997509277,36.842417669273615,2.078392391815604,72.78894839409385
01274,Hoai Duc,1.461312967768528,28.325719330039586,13.976928885561072,35.62406522749538,4.556509921354982,83.94453633221956
01275,Quoc Oai,7.954896446282108,25.842007953880398,45.76688371623698,67.35292284943282,4.335093819357179,151.25180478518948
01276,Thach That,5.050130287467788,29.866781126358077,32.25620458429421,100.76961577521098,4.891418294631684,172.83415006796272
01277,Chuong My,15.211851635613494,42.78159385937359,82.59189184015082,83.37040430748465,5.345248813559391,229.30099045618192
01278,Thanh Oai,7.050881264566117,27.203402704105518,61.75659857086609,26.25564807638167,3.6956917086986976,125.96222232461811
01279,Thuong Tin,11.165285644249415,35.10225841881123,53.360991652845854,33.408437879259765,6.83676463835741,139.87373823352368
01280,Phu Xuyen,21.57835599789142,28.117295109468195,101.30053932392198,24.13140135054242,5.022547465031909,180.15013924685596
01281,Ung Hoa,19.107414978548828,25.00249944324962,112.87824927655689,17.508438628314813,4.625150096513518,179.12175242318366
01282,My Duc,26.555697287117894,25.466764161200295,86.48576227642157,90.03181909653888,6.779685542983686,235.31972836426232
